Entity,Category
cre,Location
africa,Location
susa,Location
venture,Location
vinod,Organization
khosla,Location
smiler,PersonType
intellectual,Skill
data scientist,PersonType
candidate,PersonType
data,Skill
analytical insight,Skill
customer,PersonType
structure,Skill
problem data,Skill
business,Skill
data,Skill
stakeholder,PersonType
leadership,Skill
strategic,Skill
responsibility,Skill
analyze,Skill
metric,Skill
product,Skill
business,Skill
health,Skill
data,Skill
product insight,Skill
customer,PersonType
user,Skill
quantitative analysis,Skill
data mining,Skill
customer,PersonType
data,Skill
support,Skill
data,Skill
communicate,Skill
program,Skill
scientist,PersonType
data engineer,PersonType
data,Skill
stakeholder,PersonType
autonomously,Skill
proactive,Skill
communication,Skill
executive,PersonType
project,Skill
first,Quantity
methodology,Skill
stakeholder,PersonType
business,Skill
first,Quantity
business strategy,Skill
data infrastructure,Skill
metric,Skill
business,Skill
first,Quantity
data,Skill
product opportunity,Skill
expert,PersonType
data,Skill
leader,PersonType
brainstation,Organization
digital,Skill
training,Skill
brainstation,Organization
professional,PersonType
brainstation,PersonType
educator,PersonType
data,Skill
design,Skill
technical,Skill
student,PersonType
technology,Skill
campus,Location
student,PersonType
brainstation,Organization
agile education,Skill
methodology,Skill
student,PersonType
collaboration,Skill
educator,PersonType
data scientist,PersonType
analytics,Skill
degree,Quantity
command,Skill
numpy panda,Product
tensorflow,Skill
kera,Product
visualization,Skill
excel,Product
matplotlib,Product
plotly,Product
plotly python,Product
python,Product
regression,Skill
decision,Skill
analysis,Skill
dimensionality,Skill
neural network,Skill
development,Skill
platform,Product
hadoop,Product
spark,Product
amazon web service,Product
amazon,Organization
aws,Product
google,Organization
design,Skill
data science,Skill
home,Location
brainstation,Product
digital,Skill
training,Skill
transformation,Skill
digital,Skill
digital education,Skill
applicant,PersonType
brainstation,Location
employer,PersonType
applicant,PersonType
age,Quantity
veteran,PersonType
employment,Skill
milton keynes,Organization
£,Quantity
junior data scientist,PersonType
python,Location
junior data scientist,PersonType
excel analysis,Product
junior data scientist,PersonType
write,Skill
communication,Skill
junior data scientist,PersonType
junior data scientist,PersonType
junior data scientist,PersonType
colleague,PersonType
deployment,Skill
consumer,PersonType
model,Skill
model,Skill
prepping,Skill
data science,Skill
decision science,Skill
financial service,Skill
data manipulation,Skill
model language,Skill
development,Skill
deployment,Skill
statistical algorithm,Skill
business,Skill
model,Skill
self motivate,Skill
problem solve,Skill
junior,PersonType
data scientist,PersonType
£,Quantity
junior data scientist,PersonType
milton keynes,Organization
£,Quantity
data scientist,PersonType
data scientist,PersonType
excel analysis,Product
data scientist,PersonType
communication,Skill
data scientist,PersonType
data scientist,PersonType
data scientist,PersonType
colleague,PersonType
deployment,Skill
consumer,PersonType
model,Skill
science,Skill
decision science,Skill
financial service,Skill
data manipulation,Skill
model language,Skill
python,Product
development,Skill
deployment,Skill
model,Skill
statistical algorithm,Skill
business,Skill
model technique,Skill
self motivate,Skill
problem solve,Skill
data scientist,PersonType
£,Quantity
data scientist,PersonType
review,Skill
literature,Skill
statistical analysis,Skill
scientific investigation design,Skill
prototype,Skill
application,Skill
model,Skill
business process improvement,Skill
automation,Skill
statistical analysis,Skill
scientific investigation,Skill
member,PersonType
automation,Skill
client,PersonType
computer science,Skill
mathematics,Skill
graduate,PersonType
analytical problem solve,Skill
machine learn,Skill
algorithm,Skill
one,Quantity
data analytics,Skill
one,Quantity
tensorflow pytorch,Product
graph,Skill
database,Skill
big,Skill
hadoop,Product
fluency,Skill
english,Skill
one,Quantity
natural language processing,Skill
computer vision,Skill
lab,Organization
application,Skill
technology,Skill
leader,PersonType
business plan,Skill
forecasting,Skill
pricing,Skill
reporting,Skill
experience,Skill
marketing,Skill
leadership,Skill
dollar,Quantity
data,Skill
learn,Skill
methodology,Skill
data scientist,PersonType
customer implementation,Skill
customer,PersonType
customer,PersonType
onboarding,Skill
customer,PersonType
business acumen,Skill
intuition,Skill
innovation,Skill
data science,Skill
leader,PersonType
expert,PersonType
practitioner,PersonType
data science,Skill
real time,Skill
predictive,Skill
evaluation,Skill
productization,Skill
performance,Skill
business acumen,Skill
ml,Quantity
degree,Quantity
computer science,Skill
data scientist,PersonType
building,Skill
customer,PersonType
statistical algorithmic,Skill
revenue management,Skill
network optimization,Skill
client,PersonType
technical software,Skill
mentor,Skill
training,Skill
data visualization,Skill
cloud,Skill
gcp,Skill
task orchestration,Skill
apache,Product
equipment,Product
macos,Product
keyboard,Product
mouse,Product
medical,Skill
medical care,Product
sport card,Product
training,Skill
psychological,Skill
empathy,Skill
leadership,Skill
employee,PersonType
applicant,PersonType
age,Quantity
genetics,Skill
veteran,PersonType
flyr,Product
bachelor,PersonType
degree,Quantity
machine,Skill
statistic biostatistics,Skill
data science,Skill
math,Skill
social science,Skill
text analytics,Skill
algorithm,Skill
neural network,Skill
excel,Product
data,Skill
team,PersonType
member,PersonType
client,PersonType
statistical technique,Skill
correlation regression,Skill
series,Skill
creative,Skill
problem solve,Skill
english,Skill
verbal,Skill
data science,Skill
data,Product
orpheus,Product
software development,Skill
implementation,Skill
client,PersonType
scientist,PersonType
senior scientist,PersonType
candidate,PersonType
wroclaw,Location
office,Location
orpheus,Organization
orpheus,Organization
expert,PersonType
orpheus mckinsey company,Organization
mckinsey,Organization
client,PersonType
mckinsey,Organization
ccn,Organization
consultant,PersonType
client,PersonType
digitally,Skill
procurement,Skill
product development,Skill
distribution,Skill
digital,Skill
publisher,PersonType
advertiser,PersonType
device,Product
advertiser,PersonType
consumer,PersonType
monetization,Skill
consumer,PersonType
advertiser,PersonType
mobile,Skill
every day,DateTime
ml,Quantity
model,Skill
heart technology,Skill
bidding,Skill
mathematician,PersonType
coder,PersonType
%,Quantity
dollar,Quantity
data science,Skill
business,Skill
pawel godula,Person
data science,Skill
digital,Skill
turbine,Product
data science,Skill
data science,Skill
researcher,PersonType
engineer,PersonType
grandmaster,PersonType
expert,PersonType
talk,Skill
engineer,PersonType
self motivation,Skill
ml,Quantity
model production,Skill
data science,Skill
tech,Skill
turbine,Product
digital turbine,Product
nasdaq,Product
apps,Skill
consumer,PersonType
telco,Organization
advertiser,PersonType
publisher,PersonType
acquisition,Skill
monetization,Skill
partner,PersonType
consumer,PersonType
austin,Location
texas,Location
global,Location
new york,Location
los angeles,Location
san francisco,Location
london,Location
berlin,Location
singapore,Location
tel aviv city,Location
advertising,Skill
deloitte,Organization
six,Quantity
winner,PersonType
austin,Location
digital,Skill
equal opportunity,Skill
employer,PersonType
mindset,Skill
collaborator,PersonType
partner,PersonType
recruitment,Skill
data scientist,PersonType
statistical analysis,Skill
degree,Quantity
statistic mathematics,Skill
computer science,Skill
physic engineering,Skill
data science,Skill
linear algebra,Skill
statistical model,Skill
machine,Skill
one,Quantity
regression,Skill
pattern,Skill
mining optimization,Skill
one,Quantity
kera tensorflow pytorch,Product
mllib,Product
python,Product
panda,Product
numpy matplotlib,Product
matplotlib,Product
spoken,Skill
write english,Skill
communication,Skill
pragmatic,Skill
problem solve,Skill
aws,Organization
kafka clickhouse,Organization
kubernetes,Product
kubernetes,Organization
health insurance,Skill
personal development,Skill
innovation,Skill
software development,Skill
client,PersonType
player,PersonType
digiwheel,Product
nasdaq,Organization
nordic evo,Organization
applicant,PersonType
smartrecruters,Organization
huber suhner,Person
design,Skill
employee,PersonType
data scientist,PersonType
develop,Skill
algorithm,Skill
regression,Skill
neural network decision tree,Skill
system,Skill
technology strategy,Skill
bachelor,PersonType
mathematics,Skill
computer science,Skill
web analysis,Skill
data science,Skill
agile,Skill
communication,Skill
english,Skill
tomorrow,DateTime
data,Skill
privacy,Skill
client,PersonType
unstructured,Skill
mathematical,Skill
software,Skill
data source,Skill
improvement,Skill
quantitative,Skill
internal manager,PersonType
project manager,PersonType
data scientist,PersonType
collaboration,Skill
degree,Quantity
statistic mathematics,Skill
economics,Skill
operation research,Skill
computer science,Skill
engineering,Skill
science,Skill
analytic methodology,Skill
text,Skill
machine,Skill
language,Skill
cloud,Skill
logical,Skill
problem solve,Skill
verisk,Organization
sixth,Quantity
second,Quantity
uk,Location
spain,Location
india,Location
one,Quantity
one,Quantity
spain,Location
fifty year,DateTime
innovation,Skill
professional insight,Skill
analytic insight,Skill
today,DateTime
insurance,Skill
collaboration,Skill
intersection,Skill
data,Skill
advanced,Skill
technology,Skill
proprietary,Skill
platformed analytics,Skill
model interpretation,Skill
customer,PersonType
data,Skill
big,Skill
big decision,Skill
innovation,Skill
customer,PersonType
tomorrow,DateTime
chief executive officer,PersonType
employee,PersonType
verisk,Organization
customer,PersonType
verisk,Organization
analytic automation,Skill
data governance,Skill
marketing,Skill
insight,Skill
compliance,Skill
consumer,PersonType
life insurance,Skill
data insight,Skill
customer,PersonType
verisk maplecroft,Organization
verisk,Organization
employer,PersonType
member,PersonType
verisk analytics,Organization
employer,PersonType
applicant,PersonType
veteran,PersonType
age,Quantity
verisk,Organization
verisk,Organization
fax,Product
verisk,Organization
employee,PersonType
verisk,Organization
verisk,Organization
nethone,Person
technology,Skill
enthusiast,PersonType
mission,Skill
client,PersonType
nethone,Organization
client,PersonType
client,PersonType
nethone,Organization
pln,Quantity
pln,Quantity
nethone,Person
scientist,PersonType
dollar,Quantity
risk management,Skill
customer acquisition,Skill
crypto,Skill
digital,Skill
bnpl,Organization
data scientist,PersonType
engineer,PersonType
python,PersonType
developer,PersonType
engineering,Skill
research,Skill
algorithm,Skill
research,Skill
algorithm,Skill
data,Skill
automation,Skill
ml,Quantity
data science,Skill
client,PersonType
nethone,Organization
client,PersonType
collaboration,Skill
member,PersonType
customer,PersonType
data science,Skill
communication,Skill
business mindset,Skill
english,Skill
open source,Skill
software,Skill
data,Skill
quarterly,DateTime
first,Quantity
developer,PersonType
customer,PersonType
product manager,PersonType
colleague,PersonType
client,PersonType
first,Quantity
medicover,PersonType
leader,PersonType
budget,Skill
data processing,Skill
data processing,Skill
processing,Skill
sigma poland,Organization
danir,Organization
wroclaw,Location
crew,PersonType
scandinavia,Location
usa,Location
uk,Location
western europe,Location
data scientist,PersonType
preprocessing structure,Skill
unstructured,Skill
player,PersonType
data,Skill
visualisation,Skill
genomic,Skill
ml,Quantity
library,Location
scikit,Product
web development,Skill
javascript,Skill
genomics,Skill
agile,Skill
communicative collaborative,Skill
learner,PersonType
biotech,Skill
automotive,Skill
internet,Skill
%,Quantity
weekend,DateTime
office,Location
wrocław,Location
luxmed,Organization
nederlanden,Location
personal development,Skill
training,Skill
budget,Skill
micro management,Skill
anna dorota,Person
meeting,Event
client,PersonType
one,Quantity
data science,Skill
creativity,Skill
algorithm design,Skill
technology,Skill
develop,Skill
model,Skill
automate,Skill
optimize,Skill
ml,Quantity
technology,Skill
technology,Skill
computer science,Skill
workflow,Skill
workflow,Skill
user,PersonType
mapping,Skill
mapping specialist,PersonType
ml,Quantity
automation,Skill
forecasting,Skill
optimisation,Skill
language,Skill
daily,DateTime
technical stack,Skill
docker sagemaker,Product
databricks,Skill
mathematical optimisation,Skill
technical specification,Skill
notebook,Product
model automation,Skill
second,Quantity
analyst,PersonType
product manager,PersonType
software,Skill
software engineer,PersonType
problem technical innovation,Skill
science,Skill
user,PersonType
data,Skill
natural language,Skill
statistical,Skill
collaborate,Skill
communication,Skill
english,Skill
product,Skill
technology,Skill
cloud system,Skill
azure,Product
warsaw,Product
mathematics,Skill
quantitative analysis,Skill
data science,Skill
computer science,Skill
econometrics,Skill
ml,Quantity
rf,Quantity
model,Skill
svm,Skill
regression,Skill
business,Skill
process,Skill
data leakage,Skill
car,Product
ml,Quantity
education,Skill
evangelization,Skill
databricks,Skill
causal,Skill
ml,Quantity
implementation,Skill
model,Skill
ml,Quantity
evangelization,Skill
productionization,Skill
industrialization,Skill
maintenance,Skill
analytical paradigm,Skill
model,Skill
business decision analysis,Skill
model,Skill
analytical,Skill
business preparation,Skill
simulation,Skill
ml,Quantity
business process,Skill
work architecture,Skill
professional development,Skill
car,Product
udemy,Organization
employee,PersonType
cafeteria,Location
program,PersonType
employee,PersonType
data science,Skill
transformation,Skill
analytics,Skill
ml,Quantity
automation,Skill
model,Skill
forecasting,Skill
forecasting,Skill
machine,Skill
data analyst,PersonType
communicate,Skill
sigma poland,Organization
nexer,Organization
poland,Location
office,Location
wrocław,Location
warsaw,Location
cracow,Location
scandinavia,Location
uk,Location
western europe,Location
data scientist,PersonType
organize,Skill
data ingestion,Skill
data traffic,Skill
data flow,Skill
development,Skill
data,Skill
collaboration,Skill
stakeholder,PersonType
vendor,PersonType
stakeholder,PersonType
problem data transfer,Skill
communication,Skill
odsp,Organization
data management,Skill
managment,Skill
anagment,Skill
access management,Skill
computer science,Skill
engineering,Skill
bioinformatics,Skill
aws,Organization
amazon,Organization
professional,PersonType
biotech,Skill
automotive,Skill
internet,Skill
code review,Skill
skilled,PersonType
engineer,PersonType
%,Quantity
weekend,DateTime
annual,DateTime
tour,Event
barcelona,Location
office,Location
wrocław warsaw,Location
nederlanden,Location
training,Skill
management,Skill
monitor,Product
anna dorota,Person
meeting,Event
client,PersonType
one,Quantity
pln,Quantity
digital,Skill
creativity,Skill
innovativeness,Skill
big,Skill
client,PersonType
processing,Skill
unstructured data bespoke,Skill
integration,Skill
analytics,Skill
statistical,Skill
ml,Quantity
model,Skill
technical business,Skill
big data data science,Skill
agile,Skill
methodology,Skill
client,PersonType
accountability,Skill
responsibility,Skill
autonomy,Skill
specialist,PersonType
physic mathematics,Skill
quantitative,Skill
skill development,Skill
ml,Quantity
algorithm,Skill
one,Quantity
analytics,Skill
analytical model development,Skill
english,Skill
player,PersonType
natek polska,Organization
data scientist,PersonType
crm,Organization
business,Skill
data monitoring,Skill
model,Skill
customer behavior,Skill
degree,Quantity
mathematics,Skill
quantitative method,Skill
econometrics,Skill
computer science,Skill
physic experience,Skill
ml,Quantity
data,Skill
banking,Skill
education,Skill
financial,Skill
telecommunication,Skill
poland country,Location
slovakia,Location
czech republic,Location
bulgaria,Location
technology,Skill
natek,Organization
club,Organization
contractor,PersonType
volunteer,PersonType
employee,PersonType
client,PersonType
colleague,PersonType
collaborate,Skill
client,PersonType
kearney,Location
colleague,PersonType
business,Skill
kearney,Location
support,Skill
udemy,Organization
annual,DateTime
training,Skill
client,PersonType
dcoe,Organization
specialist,PersonType
problem,Skill
statistical model,Skill
business,Skill
software development,Skill
data scientist,PersonType
data,Skill
data,Skill
client,PersonType
member,PersonType
client,PersonType
degree,Quantity
degree,Quantity
computer science,Skill
python,Skill
one,Quantity
data engineering,Skill
data manipulation,Skill
engineering,Skill
model,Skill
data visualization,Skill
geo analytics,Skill
web,Skill
mathematical optimization,Skill
communication,Skill
communication,Skill
english,Skill
one,Quantity
cloud,Skill
technology,Skill
big data,Skill
hadoop,Product
hadoop,Organization
cassandra kafka,Product
cassandra kafka,Person
program language,Skill
javascript,Skill
c #,Skill
language,Skill
english,Skill
data science,Skill
creativity,Skill
algorithm design,Skill
technology,Skill
model,Skill
automate,Skill
optimize,Skill
data,Skill
ml,Quantity
technology,Skill
technology,Skill
computer science,Skill
financial,Skill
investment,Skill
budget,Skill
optimisation,Skill
investment,Skill
budget,Skill
optimisation,Skill
financials,Skill
daily,DateTime
financial,Skill
communicate,Skill
docker,Product
open,Skill
collaboration,Skill
player,PersonType
communication,Skill
multivariate time series,Skill
forecasting,Skill
model production,Skill
multivariate time series,Skill
forecasting,Skill
phd,Skill
computer science,Skill
statistic,Skill
degree,Quantity
econometrics,Skill
operation research,Skill
simulation,Skill
quantitative analysis,Skill
speedapp,Product
expert,PersonType
three,Quantity
specialist,PersonType
partner,PersonType
candidate,PersonType
client,PersonType
client,PersonType
sciencist,PersonType
data scientist,PersonType
kn,Quantity
leadership,Skill
data,Skill
analyze,Skill
user behavior,Skill
python,Product
scientific,Skill
big data,Skill
nosql,Organization
data ingestion,Skill
mining,Skill
statistical analysis,Skill
data visualization,Skill
data model,Skill
predictive analytics,Skill
algorithm,Skill
english,Skill
speech,Skill
communication,Skill
education,Skill
degree,Quantity
computer science,Skill
mathematics statistic,Skill
training,Skill
algorithmic,Skill
technology,Skill
research,Skill
pc workstation/,Product
laptop,Product
monitor,Product
linux,Product
member,PersonType
copernicus,Organization
center,Location
friend,PersonType
office,Location
metro station,Location
data science,Skill
creativity,Skill
algorithm design,Skill
technology,Skill
model,Skill
automate,Skill
optimize,Skill
data,Skill
ml,Quantity
technology,Skill
technology,Skill
computer science,Skill
segmentation,Skill
rider,PersonType
driver eater,PersonType
prioritize,Skill
acquisition,Skill
customer,PersonType
may,DateTime
daily,DateTime
machine,Skill
statistical,Skill
model development,Skill
deployment,Skill
production,Skill
test,Skill
communicate,Skill
stakeholder,PersonType
data,Skill
optimisation,Skill
implementation,Skill
causal inference framework,Skill
causal,Skill
technical stack,Skill
python docker sagemaker,Product
airflow redshiftn,Product
collaborate,Skill
data scientist,PersonType
product manager,PersonType
software engineer,PersonType
data,Skill
statistic,Skill
causal inference,Skill
experimental design,Skill
communicate,Skill
problem solve,Skill
business,Skill
problem,Skill
data science,Skill
communication,Skill
solve,Skill
rfm,Product
hvc,Product
ltv,Product
cac,Product
team,PersonType
player,PersonType
communication,Skill
deploy,Skill
model,Skill
model,Skill
implementation,Skill
causal inference,Skill
computer science,Skill
statistic,Skill
degree,Quantity
econometrics,Skill
operation research,Skill
simulation,Skill
quantitative analysis,Skill
data scientist,PersonType
member,PersonType
data science,Skill
infrastructure,Skill
ml,Quantity
samsung,Organization
airbnb,Organization
nvidia,Organization
bn,Organization
candidate,PersonType
statistical model,Skill
design,Skill
data,Skill
transparency,Skill
improvement,Skill
job,Skill
responsibility,Skill
analytics,Skill
workflow,Skill
metric,Skill
socialize,Skill
performance,Skill
operational efficiency,Skill
degree,Quantity
engineering,Skill
computer science,Skill
data science,Skill
data science,Skill
statistical model,Skill
experimental design,Skill
mindset,Skill
data analysis,Skill
statistical,Skill
algorithm,Skill
visualization,Skill
sql python,Product
english,Skill
marketing,Skill
data scientist,PersonType
candidate,PersonType
algorithm,Skill
okta microsoft cognizant,Organization
collaborate,Skill
communicate,Skill
insight,Skill
business,Skill
computer science,Skill
application,Skill
model,Skill
statistic analytics,Skill
math,Skill
sift,Skill
analyze data,Skill
communicate,Skill
leader,PersonType
business strategy,Skill
bachelor,PersonType
degree,Quantity
computer science,Skill
analyze,Skill
data,Skill
team,PersonType
member,PersonType
data scientist,PersonType
business decision,Skill
daily,DateTime
data,Skill
statistical method,Skill
data,Skill
quantitative analysis,Skill
data processing pipeline,Skill
statistical analysis,Skill
communicate,Skill
experimentation,Skill
degree,Quantity
math,Skill
statistic,Skill
computer science,Skill
physic engineering,Skill
degree,Quantity
script,Skill
language,Skill
monthly,DateTime
today,DateTime
user,PersonType
pc,Product
mobile browser,Product
newsreader,Product
opera,Product
fintech,Skill
oslo,Location
norway,Location
poland,Location
china,Location
estonia,Location
sweden,Location
nasdaq,Organization
exchange,Organization
opra,Organization
scientific prowess,Skill
entrepreneurial,Skill
data scientist,PersonType
candidate,PersonType
expert,PersonType
natural science,Skill
ml,Quantity
datasets,Skill
data,Skill
influence,Skill
research,Skill
communicate,Skill
data,Skill
stakeholder,PersonType
bachelor,PersonType
degree,Quantity
engineering,Skill
computer science,Skill
data scientist,PersonType
multitasking,Skill
network,Skill
natural science,Skill
vision,Skill
design,Skill
network,Skill
cross,Skill
collaboration,Skill
research,Skill
write,Skill
consumer,PersonType
communication,Skill
marketing,Skill
data scientist,PersonType
developer,PersonType
technology,Skill
software,Skill
design,Skill
developer,PersonType
data mining,Skill
data,Skill
creative mindset,Skill
model,Skill
bachelor,PersonType
degree,Quantity
engineering,Skill
computer science,Skill
data scientist,PersonType
javascript,Skill
data science,Skill
technical ability,Skill
data scientist,PersonType
data lifecycle,Skill
algorithm,Skill
predictive,Skill
prototyping,Skill
technology,Skill
mining,Skill
optimize,Skill
automation,Skill
test,Skill
cloud,Skill
analytical library,Skill
monitoring,Skill
cod c,Organization
google,Product
google,Organization
finance,Skill
degree,Quantity
finance,Skill
mathematics,Skill
computer science,Skill
physic engineering,Skill
oanda,Organization
office,Location
oanda,Organization
one,Quantity
community,Skill
candidate,PersonType
interview,Event
viercode polish,Organization
software,Skill
engineer,PersonType
software engineer,PersonType
viercode,Organization
professional development,Skill
professional,PersonType
expert,PersonType
daily,DateTime
data scientist,PersonType
client,PersonType
software,Skill
recruitment,Skill
pln,Quantity
senior,PersonType
pln,Quantity
application,Skill
engineer,PersonType
%,Quantity
monthly,DateTime
%,Quantity
monthly,DateTime
%,Quantity
english,Skill
data science,Skill
ml,Quantity
algorithm,Skill
sql python pyspark,Product
solve,Skill
accountability,Skill
interpersonal,Skill
communication,Skill
cooperation,Skill
client,PersonType
data scientist,PersonType
python pyspark,Product
sql server,Product
data science,Skill
technology,Skill
client,PersonType
ml,Quantity
data science,Skill
product,Skill
documentation,Skill
software development,Skill
data science,Skill
event,Event
conference,Event
junior,PersonType
staff,PersonType
artificial,Skill
may,DateTime
poland,Location
data scientist,PersonType
microsoft,Organization
tomorrow,DateTime
aws,Organization
engineering,Skill
science,Skill
aws,Organization
python pyspark,Organization
kafka flink,Person
degree,Quantity
informatics,Skill
physic,Skill
finance,Skill
university,Location
english,Skill
communication,Skill
spoken,Skill
language,Skill
german italian russian,Skill
data,Skill
machine learn,Skill
algorithm,Skill
worker,PersonType
delivery,Skill
data analytics,Skill
financing,Skill
technology,Skill
fintech,Skill
data scientist,PersonType
candidate,PersonType
support,Skill
mission,Skill
model,Skill
model research,Skill
exploratory analysis,Skill
learn,Skill
model,Skill
bachelor,PersonType
degree,Quantity
engineering,Skill
computer science,Skill
data scientist,PersonType
python,Product
cloud,Skill
computer,Skill
english,Skill
communication,Skill
collaborate,Skill
engineering,PersonType
manager,PersonType
problem solve,Skill
electric vehicle,Product
data scientist,PersonType
candidate,PersonType
e vehicle,Product
responsibility,Skill
business,Skill
statistical analysis,Skill
derive insight data,Skill
communicate,Skill
decision,Skill
experimentation,Skill
depth analysis,Skill
model,Skill
optimize,Skill
business decision,Skill
metric,Skill
data,Skill
insight,Skill
economics statistic,Skill
mathematics,Skill
data scientist,PersonType
data pipeline,Skill
probability statistic,Skill
causal inference,Skill
algorithm,Skill
technical concept,Skill
intuition,Skill
write,Skill
spoken english,Skill
data scientist,PersonType
developer,PersonType
quantitative strategy,Skill
implementation,Skill
first,Quantity
data scientist,PersonType
researcher,PersonType
implementation,Skill
teammate,PersonType
degree,Quantity
quantitative,Skill
mathematics,Skill
physic,Skill
computer science,Skill
data scientist,PersonType
linear algebra,Skill
algorithmic,Skill
financial statement,Skill
innovation,Skill
data,Skill
time series,Skill
forecasting,Skill
stochastic model,Skill
optimize backtesting,Skill
big data,Skill
programming,Skill
cfa,Organization
ai,Organization
shopper,PersonType
apparel,Product
data scientist,PersonType
candidate,PersonType
data science,Skill
apparel,Product
marketing,Skill
investor,PersonType
dollar,Quantity
technology,Skill
processing,Skill
scan,Skill
write,Skill
algorithm,Skill
software application,Skill
web developer,Skill
algorithm production,Skill
test,Skill
algorithm,Skill
data,Skill
analysis,Skill
bachelor,PersonType
degree,Quantity
engineering,Skill
computer science,Skill
data scientist,PersonType
matlab,Product
excel,Product
google,Product
statistic data analysis,Skill
communication,Skill
python octave,Product
data mining,Skill
sql github,Product
amazon,Product
amazon,Organization
aws,Product
swift r,Product
may,DateTime
poland,Location
data scientist,PersonType
technology,Skill
aws,Organization
gcp microsoft,Organization
tomorrow,DateTime
digital revolution,Skill
creativity,Skill
innovativeness,Skill
think numeric,Skill
big data technology,Skill
client,PersonType
data integration,Skill
graph analytics,Skill
statistical,Skill
ml,Skill
ml,Quantity
model,Skill
business,Skill
big data data science,Skill
agile,Skill
methodology,Skill
client,PersonType
specialist,PersonType
graduate,PersonType
informatics,Skill
physic mathematics,Skill
quantitative method,Skill
skill development,Skill
technology,Skill
ml,Quantity
algorithm,Skill
big data,Skill
one,Quantity
analytics,Skill
analytical model development,Skill
english,Skill
german,Skill
player,PersonType
employee,PersonType
yearly,DateTime
training,Skill
mentor,PersonType
network analytics,Skill
professional,PersonType
technology,Skill
first,Quantity
hardware,Skill
smart home,Product
four year,DateTime
customer,PersonType
csps,Organization
smart home,Product
plume,Product
imaginative,Skill
innovation,Skill
builder,PersonType
thinker,PersonType
every day,DateTime
engineer,PersonType
innovate,Skill
ml,Quantity
data science,Skill
software,Skill
development,Skill
ml,Quantity
algorithm,Skill
datasets,Skill
daily,DateTime
technology,Skill
architectural,Skill
software,Skill
engineering,Skill
test,Skill
lead,Skill
algorithm health,Skill
data,Skill
scalability,Skill
usability,Skill
performance,Skill
product manager,PersonType
data scientist,PersonType
engineer,PersonType
computer science,Skill
electrical engineering,Skill
ml,Quantity
manipulate,Skill
big data,Skill
product,Skill
software architecture design,Skill
english language,Skill
open,Skill
csps,Organization
customer,PersonType
silicon,Product
cloud,Skill
software,Skill
csps,Organization
platform,Skill
investor,PersonType
partner,PersonType
workplace,Location
policy,Skill
employment,Skill
age,Quantity
military,Skill
veteran,PersonType
stanowiska pracy,Organization
programmer,PersonType
data science,Skill
building,Skill
ml,Quantity
development,Skill
dynamic,Skill
data,Skill
analytics,Skill
ml,Skill
scalability,Skill
sparksql,Product
snowflake,Product
azure databricks,Product
devops,Product
multithreading,Skill
multiprocessing python,Skill
context,Skill
decorator,PersonType
probability,Skill
statistical,Skill
model inference,Skill
linear nonlinear regression,Skill
model,Skill
hyperparameter,Skill
code,Skill
data,Skill
relational database,Skill
data engineering,Skill
agile methodology,Skill
github,Product
gitlab,Product
agile mindset,Skill
english,Skill
communication,Skill
matplotlib,Product
pyspark,Product
sparksql,Product
spark,Product
sql,Product
azure databricks,Product
snowflake,Product
ms,Product
sql server,Product
cd,Product
azure devops,Product
jira confluence,Product
annual,DateTime
english,Skill
employee,PersonType
office,Location
training,Skill
age,Quantity
software,Skill
lead,PersonType
data scientist,PersonType
mentor,PersonType
coach,PersonType
member,PersonType
data science,Skill
business,Skill
technical,Skill
ml,Quantity
research,Skill
player,PersonType
presenter,PersonType
statistical inference,Skill
experiment,Skill
observational,Skill
data plan,Skill
data science teamwork,Skill
stakeholder,PersonType
degree,Quantity
mathematics,Skill
computer science,Skill
physic engineering,Skill
linear algebra,Skill
statistical model,Skill
one,Quantity
regression,Skill
pattern,Skill
one,Quantity
scikit,Product
kera,Product
kera tensorflow,Product
pytorch,Product
mllib,Product
mllib hand python,Product
panda numpy,Product
numpy,Product
matplotlib,Product
spoken,Skill
write english,Skill
communication,Skill
pragmatic,Skill
problem solve,Skill
java,Skill
aws,Organization
kafka,Organization
clickhouse,Organization
entrepreneur,PersonType
technology,Skill
health insurance,Skill
office,Location
conference,Event
hackathons,Event
developer,PersonType
innovation,Skill
software development,Skill
business,Skill
professional,Skill
business,Skill
client,PersonType
player,PersonType
ezugi,Person
digiwheel,Product
nasdaq,Organization
nordic evo,Organization
applicant,PersonType
smartrecruters,PersonType
information technology,Skill
data science,Skill
warszawa,Location
mazovia,Location
data scientist,PersonType
strategic,Skill
data science,Skill
stakeholder,PersonType
data,Skill
data,Skill
computer science,Skill
mathematics,Skill
physic,Skill
unstructured data,Skill
python,Organization
data science,Skill
business,Skill
data mining,Skill
learn,Skill
predictive model,Skill
datasets,Skill
data wrangle,Skill
visualization,Skill
business intelligence,Skill
technology,Skill
data,Skill
stakeholder,PersonType
business,Skill
consumer,PersonType
applicant,PersonType
age,Quantity
veteran,PersonType
bayer,PersonType
visionary,PersonType
medical,Skill
scientist,PersonType
biomedical,Skill
data science,Skill
research,Skill
bayer,PersonType
patient,PersonType
data,Skill
collaboration,Skill
partner,PersonType
implementation,Skill
clinical development research,Skill
cardiomyopathy,Skill
genome,Skill
genetics,Skill
transcriptomic,Skill
metabolomic,Skill
proteomic data,Skill
cooperation,Skill
researcher,PersonType
biology,Skill
medicine,Skill
